./input/horse2zebra/trainA\n02381460_1168.jpg,./input/horse2zebra/trainB\n02391049_10504.jpg
./input/horse2zebra/trainA\n02381460_117.jpg,./input/horse2zebra/trainB\n02391049_1053.jpg
./input/horse2zebra/trainA\n02381460_1182.jpg,./input/horse2zebra/trainB\n02391049_1054.jpg
./input/horse2zebra/trainA\n02381460_1184.jpg,./input/horse2zebra/trainB\n02391049_1056.jpg
./input/horse2zebra/trainA\n02381460_1191.jpg,./input/horse2zebra/trainB\n02391049_10576.jpg
./input/horse2zebra/trainA\n02381460_1194.jpg,./input/horse2zebra/trainB\n02391049_10589.jpg
./input/horse2zebra/trainA\n02381460_1197.jpg,./input/horse2zebra/trainB\n02391049_10591.jpg
./input/horse2zebra/trainA\n02381460_1204.jpg,./input/horse2zebra/trainB\n02391049_10596.jpg
./input/horse2zebra/trainA\n02381460_1208.jpg,./input/horse2zebra/trainB\n02391049_10597.jpg
./input/horse2zebra/trainA\n02381460_1212.jpg,./input/horse2zebra/trainB\n02391049_10613.jpg
./input/horse2zebra/trainA\n02381460_1216.jpg,./input/horse2zebra/trainB\n02391049_1062.jpg
./input/horse2zebra/trainA\n02381460_122.jpg,./input/horse2zebra/trainB\n02391049_1063.jpg
./input/horse2zebra/trainA\n02381460_1226.jpg,./input/horse2zebra/trainB\n02391049_10636.jpg
./input/horse2zebra/trainA\n02381460_1227.jpg,./input/horse2zebra/trainB\n02391049_1064.jpg
./input/horse2zebra/trainA\n02381460_1232.jpg,./input/horse2zebra/trainB\n02391049_10649.jpg
./input/horse2zebra/trainA\n02381460_1246.jpg,./input/horse2zebra/trainB\n02391049_1067.jpg
./input/horse2zebra/trainA\n02381460_1247.jpg,./input/horse2zebra/trainB\n02391049_10681.jpg
./input/horse2zebra/trainA\n02381460_1249.jpg,./input/horse2zebra/trainB\n02391049_10682.jpg
./input/horse2zebra/trainA\n02381460_125.jpg,./input/horse2zebra/trainB\n02391049_107.jpg
./input/horse2zebra/trainA\n02381460_1258.jpg,./input/horse2zebra/trainB\n02391049_10701.jpg
./input/horse2zebra/trainA\n02381460_1262.jpg,./input/horse2zebra/trainB\n02391049_1073.jpg
./input/horse2zebra/trainA\n02381460_1263.jpg,./input/horse2zebra/trainB\n02391049_10738.jpg
./input/horse2zebra/trainA\n02381460_1266.jpg,./input/horse2zebra/trainB\n02391049_10739.jpg
./input/horse2zebra/trainA\n02381460_1267.jpg,./input/horse2zebra/trainB\n02391049_10749.jpg
./input/horse2zebra/trainA\n02381460_1276.jpg,./input/horse2zebra/trainB\n02391049_10754.jpg
./input/horse2zebra/trainA\n02381460_128.jpg,./input/horse2zebra/trainB\n02391049_1076.jpg
./input/horse2zebra/trainA\n02381460_1283.jpg,./input/horse2zebra/trainB\n02391049_108.jpg
./input/horse2zebra/trainA\n02381460_1288.jpg,./input/horse2zebra/trainB\n02391049_10824.jpg
./input/horse2zebra/trainA\n02381460_1292.jpg,./input/horse2zebra/trainB\n02391049_10825.jpg
./input/horse2zebra/trainA\n02381460_1297.jpg,./input/horse2zebra/trainB\n02391049_10837.jpg
./input/horse2zebra/trainA\n02381460_1305.jpg,./input/horse2zebra/trainB\n02391049_1086.jpg
./input/horse2zebra/trainA\n02381460_1307.jpg,./input/horse2zebra/trainB\n02391049_1087.jpg
./input/horse2zebra/trainA\n02381460_1319.jpg,./input/horse2zebra/trainB\n02391049_1088.jpg
./input/horse2zebra/trainA\n02381460_1331.jpg,./input/horse2zebra/trainB\n02391049_109.jpg
./input/horse2zebra/trainA\n02381460_1334.jpg,./input/horse2zebra/trainB\n02391049_10917.jpg
./input/horse2zebra/trainA\n02381460_1336.jpg,./input/horse2zebra/trainB\n02391049_10948.jpg
./input/horse2zebra/trainA\n02381460_1337.jpg,./input/horse2zebra/trainB\n02391049_1095.jpg
./input/horse2zebra/trainA\n02381460_1338.jpg,./input/horse2zebra/trainB\n02391049_10966.jpg
./input/horse2zebra/trainA\n02381460_1347.jpg,./input/horse2zebra/trainB\n02391049_1097.jpg
./input/horse2zebra/trainA\n02381460_1348.jpg,./input/horse2zebra/trainB\n02391049_1099.jpg
./input/horse2zebra/trainA\n02381460_1349.jpg,./input/horse2zebra/trainB\n02391049_11.jpg
./input/horse2zebra/trainA\n02381460_135.jpg,./input/horse2zebra/trainB\n02391049_1104.jpg
./input/horse2zebra/trainA\n02381460_1354.jpg,./input/horse2zebra/trainB\n02391049_11041.jpg
./input/horse2zebra/trainA\n02381460_1361.jpg,./input/horse2zebra/trainB\n02391049_1105.jpg
./input/horse2zebra/trainA\n02381460_1363.jpg,./input/horse2zebra/trainB\n02391049_11063.jpg
./input/horse2zebra/trainA\n02381460_1365.jpg,./input/horse2zebra/trainB\n02391049_111.jpg
./input/horse2zebra/trainA\n02381460_1373.jpg,./input/horse2zebra/trainB\n02391049_1112.jpg
./input/horse2zebra/trainA\n02381460_1384.jpg,./input/horse2zebra/trainB\n02391049_11128.jpg
./input/horse2zebra/trainA\n02381460_1387.jpg,./input/horse2zebra/trainB\n02391049_1113.jpg
./input/horse2zebra/trainA\n02381460_1388.jpg,./input/horse2zebra/trainB\n02391049_11153.jpg
./input/horse2zebra/trainA\n02381460_1389.jpg,./input/horse2zebra/trainB\n02391049_11162.jpg
./input/horse2zebra/trainA\n02381460_1391.jpg,./input/horse2zebra/trainB\n02391049_11166.jpg
./input/horse2zebra/trainA\n02381460_14.jpg,./input/horse2zebra/trainB\n02391049_1118.jpg
./input/horse2zebra/trainA\n02381460_1402.jpg,./input/horse2zebra/trainB\n02391049_11181.jpg
./input/horse2zebra/trainA\n02381460_1405.jpg,./input/horse2zebra/trainB\n02391049_11195.jpg
./input/horse2zebra/trainA\n02381460_1418.jpg,./input/horse2zebra/trainB\n02391049_1121.jpg
./input/horse2zebra/trainA\n02381460_1422.jpg,./input/horse2zebra/trainB\n02391049_1124.jpg
./input/horse2zebra/trainA\n02381460_1423.jpg,./input/horse2zebra/trainB\n02391049_1125.jpg
./input/horse2zebra/trainA\n02381460_1425.jpg,./input/horse2zebra/trainB\n02391049_1126.jpg
./input/horse2zebra/trainA\n02381460_1426.jpg,./input/horse2zebra/trainB\n02391049_1127.jpg
./input/horse2zebra/trainA\n02381460_1427.jpg,./input/horse2zebra/trainB\n02391049_1129.jpg
./input/horse2zebra/trainA\n02381460_1432.jpg,./input/horse2zebra/trainB\n02391049_1131.jpg
./input/horse2zebra/trainA\n02381460_1435.jpg,./input/horse2zebra/trainB\n02391049_1135.jpg
./input/horse2zebra/trainA\n02381460_1439.jpg,./input/horse2zebra/trainB\n02391049_1145.jpg
./input/horse2zebra/trainA\n02381460_1458.jpg,./input/horse2zebra/trainB\n02391049_1147.jpg
./input/horse2zebra/trainA\n02381460_1478.jpg,./input/horse2zebra/trainB\n02391049_1148.jpg
./input/horse2zebra/trainA\n02381460_1482.jpg,./input/horse2zebra/trainB\n02391049_1149.jpg
./input/horse2zebra/trainA\n02381460_1484.jpg,./input/horse2zebra/trainB\n02391049_115.jpg
./input/horse2zebra/trainA\n02381460_1486.jpg,./input/horse2zebra/trainB\n02391049_1153.jpg
./input/horse2zebra/trainA\n02381460_1487.jpg,./input/horse2zebra/trainB\n02391049_1156.jpg
./input/horse2zebra/trainA\n02381460_1489.jpg,./input/horse2zebra/trainB\n02391049_1158.jpg
./input/horse2zebra/trainA\n02381460_1493.jpg,./input/horse2zebra/trainB\n02391049_1159.jpg
./input/horse2zebra/trainA\n02381460_1494.jpg,./input/horse2zebra/trainB\n02391049_116.jpg
./input/horse2zebra/trainA\n02381460_1498.jpg,./input/horse2zebra/trainB\n02391049_1163.jpg
./input/horse2zebra/trainA\n02381460_1501.jpg,./input/horse2zebra/trainB\n02391049_1164.jpg
./input/horse2zebra/trainA\n02381460_1506.jpg,./input/horse2zebra/trainB\n02391049_1172.jpg
./input/horse2zebra/trainA\n02381460_1507.jpg,./input/horse2zebra/trainB\n02391049_1174.jpg
./input/horse2zebra/trainA\n02381460_1509.jpg,./input/horse2zebra/trainB\n02391049_1175.jpg
./input/horse2zebra/trainA\n02381460_1519.jpg,./input/horse2zebra/trainB\n02391049_1178.jpg
./input/horse2zebra/trainA\n02381460_1521.jpg,./input/horse2zebra/trainB\n02391049_118.jpg
./input/horse2zebra/trainA\n02381460_1523.jpg,./input/horse2zebra/trainB\n02391049_1181.jpg
./input/horse2zebra/trainA\n02381460_1524.jpg,./input/horse2zebra/trainB\n02391049_1183.jpg
./input/horse2zebra/trainA\n02381460_1525.jpg,./input/horse2zebra/trainB\n02391049_1184.jpg
./input/horse2zebra/trainA\n02381460_1526.jpg,./input/horse2zebra/trainB\n02391049_1188.jpg
./input/horse2zebra/trainA\n02381460_153.jpg,./input/horse2zebra/trainB\n02391049_1189.jpg
./input/horse2zebra/trainA\n02381460_1531.jpg,./input/horse2zebra/trainB\n02391049_119.jpg
./input/horse2zebra/trainA\n02381460_1533.jpg,./input/horse2zebra/trainB\n02391049_1191.jpg
./input/horse2zebra/trainA\n02381460_1537.jpg,./input/horse2zebra/trainB\n02391049_1195.jpg
./input/horse2zebra/trainA\n02381460_155.jpg,./input/horse2zebra/trainB\n02391049_1198.jpg
./input/horse2zebra/trainA\n02381460_1557.jpg,./input/horse2zebra/trainB\n02391049_1199.jpg
./input/horse2zebra/trainA\n02381460_1562.jpg,./input/horse2zebra/trainB\n02391049_12.jpg
./input/horse2zebra/trainA\n02381460_1563.jpg,./input/horse2zebra/trainB\n02391049_121.jpg
./input/horse2zebra/trainA\n02381460_1567.jpg,./input/horse2zebra/trainB\n02391049_1211.jpg
./input/horse2zebra/trainA\n02381460_1573.jpg,./input/horse2zebra/trainB\n02391049_122.jpg
./input/horse2zebra/trainA\n02381460_1578.jpg,./input/horse2zebra/trainB\n02391049_1223.jpg
./input/horse2zebra/trainA\n02381460_1579.jpg,./input/horse2zebra/trainB\n02391049_1235.jpg
./input/horse2zebra/trainA\n02381460_1581.jpg,./input/horse2zebra/trainB\n02391049_1236.jpg
./input/horse2zebra/trainA\n02381460_1583.jpg,./input/horse2zebra/trainB\n02391049_125.jpg
./input/horse2zebra/trainA\n02381460_1586.jpg,./input/horse2zebra/trainB\n02391049_1256.jpg
./input/horse2zebra/trainA\n02381460_1592.jpg,./input/horse2zebra/trainB\n02391049_1267.jpg
./input/horse2zebra/trainA\n02381460_1596.jpg,./input/horse2zebra/trainB\n02391049_127.jpg
./input/horse2zebra/trainA\n02381460_1602.jpg,./input/horse2zebra/trainB\n02391049_1288.jpg
./input/horse2zebra/trainA\n02381460_1612.jpg,./input/horse2zebra/trainB\n02391049_1295.jpg
./input/horse2zebra/trainA\n02381460_1614.jpg,./input/horse2zebra/trainB\n02391049_1296.jpg
./input/horse2zebra/trainA\n02381460_1621.jpg,./input/horse2zebra/trainB\n02391049_1303.jpg
./input/horse2zebra/trainA\n02381460_1624.jpg,./input/horse2zebra/trainB\n02391049_1309.jpg
./input/horse2zebra/trainA\n02381460_1635.jpg,./input/horse2zebra/trainB\n02391049_1314.jpg
./input/horse2zebra/trainA\n02381460_1637.jpg,./input/horse2zebra/trainB\n02391049_1316.jpg
./input/horse2zebra/trainA\n02381460_1639.jpg,./input/horse2zebra/trainB\n02391049_133.jpg
./input/horse2zebra/trainA\n02381460_1645.jpg,./input/horse2zebra/trainB\n02391049_1355.jpg
./input/horse2zebra/trainA\n02381460_1648.jpg,./input/horse2zebra/trainB\n02391049_1378.jpg
./input/horse2zebra/trainA\n02381460_1651.jpg,./input/horse2zebra/trainB\n02391049_1404.jpg
./input/horse2zebra/trainA\n02381460_1658.jpg,./input/horse2zebra/trainB\n02391049_141.jpg
./input/horse2zebra/trainA\n02381460_1665.jpg,./input/horse2zebra/trainB\n02391049_1417.jpg
./input/horse2zebra/trainA\n02381460_1666.jpg,./input/horse2zebra/trainB\n02391049_1419.jpg
./input/horse2zebra/trainA\n02381460_1672.jpg,./input/horse2zebra/trainB\n02391049_142.jpg
./input/horse2zebra/trainA\n02381460_1674.jpg,./input/horse2zebra/trainB\n02391049_1434.jpg
./input/horse2zebra/trainA\n02381460_1675.jpg,./input/horse2zebra/trainB\n02391049_1436.jpg
./input/horse2zebra/trainA\n02381460_1682.jpg,./input/horse2zebra/trainB\n02391049_1441.jpg
./input/horse2zebra/trainA\n02381460_1683.jpg,./input/horse2zebra/trainB\n02391049_1442.jpg
./input/horse2zebra/trainA\n02381460_1686.jpg,./input/horse2zebra/trainB\n02391049_1451.jpg
./input/horse2zebra/trainA\n02381460_1687.jpg,./input/horse2zebra/trainB\n02391049_1459.jpg
./input/horse2zebra/trainA\n02381460_1696.jpg,./input/horse2zebra/trainB\n02391049_146.jpg
./input/horse2zebra/trainA\n02381460_1703.jpg,./input/horse2zebra/trainB\n02391049_1464.jpg
./input/horse2zebra/trainA\n02381460_1708.jpg,./input/horse2zebra/trainB\n02391049_1465.jpg
./input/horse2zebra/trainA\n02381460_1711.jpg,./input/horse2zebra/trainB\n02391049_147.jpg
./input/horse2zebra/trainA\n02381460_1713.jpg,./input/horse2zebra/trainB\n02391049_1479.jpg
./input/horse2zebra/trainA\n02381460_1721.jpg,./input/horse2zebra/trainB\n02391049_148.jpg
./input/horse2zebra/trainA\n02381460_1722.jpg,./input/horse2zebra/trainB\n02391049_1495.jpg
./input/horse2zebra/trainA\n02381460_1727.jpg,./input/horse2zebra/trainB\n02391049_15.jpg
./input/horse2zebra/trainA\n02381460_1734.jpg,./input/horse2zebra/trainB\n02391049_1509.jpg
./input/horse2zebra/trainA\n02381460_1736.jpg,./input/horse2zebra/trainB\n02391049_1516.jpg
./input/horse2zebra/trainA\n02381460_1743.jpg,./input/horse2zebra/trainB\n02391049_152.jpg
./input/horse2zebra/trainA\n02381460_175.jpg,./input/horse2zebra/trainB\n02391049_1523.jpg
./input/horse2zebra/trainA\n02381460_1751.jpg,./input/horse2zebra/trainB\n02391049_1524.jpg
./input/horse2zebra/trainA\n02381460_1758.jpg,./input/horse2zebra/trainB\n02391049_1526.jpg
./input/horse2zebra/trainA\n02381460_1761.jpg,./input/horse2zebra/trainB\n02391049_1531.jpg
./input/horse2zebra/trainA\n02381460_1763.jpg,./input/horse2zebra/trainB\n02391049_1532.jpg
./input/horse2zebra/trainA\n02381460_1766.jpg,./input/horse2zebra/trainB\n02391049_1535.jpg
./input/horse2zebra/trainA\n02381460_1769.jpg,./input/horse2zebra/trainB\n02391049_154.jpg
./input/horse2zebra/trainA\n02381460_177.jpg,./input/horse2zebra/trainB\n02391049_155.jpg
./input/horse2zebra/trainA\n02381460_1774.jpg,./input/horse2zebra/trainB\n02391049_1551.jpg
./input/horse2zebra/trainA\n02381460_178.jpg,./input/horse2zebra/trainB\n02391049_1555.jpg
./input/horse2zebra/trainA\n02381460_1793.jpg,./input/horse2zebra/trainB\n02391049_1567.jpg
./input/horse2zebra/trainA\n02381460_1796.jpg,./input/horse2zebra/trainB\n02391049_161.jpg
./input/horse2zebra/trainA\n02381460_1798.jpg,./input/horse2zebra/trainB\n02391049_163.jpg
./input/horse2zebra/trainA\n02381460_1801.jpg,./input/horse2zebra/trainB\n02391049_164.jpg
./input/horse2zebra/trainA\n02381460_1803.jpg,./input/horse2zebra/trainB\n02391049_165.jpg
./input/horse2zebra/trainA\n02381460_1804.jpg,./input/horse2zebra/trainB\n02391049_1652.jpg
./input/horse2zebra/trainA\n02381460_1813.jpg,./input/horse2zebra/trainB\n02391049_166.jpg
./input/horse2zebra/trainA\n02381460_1816.jpg,./input/horse2zebra/trainB\n02391049_167.jpg
./input/horse2zebra/trainA\n02381460_182.jpg,./input/horse2zebra/trainB\n02391049_1679.jpg
./input/horse2zebra/trainA\n02381460_1834.jpg,./input/horse2zebra/trainB\n02391049_168.jpg
./input/horse2zebra/trainA\n02381460_1835.jpg,./input/horse2zebra/trainB\n02391049_169.jpg
./input/horse2zebra/trainA\n02381460_1847.jpg,./input/horse2zebra/trainB\n02391049_17.jpg
./input/horse2zebra/trainA\n02381460_1852.jpg,./input/horse2zebra/trainB\n02391049_171.jpg
./input/horse2zebra/trainA\n02381460_1855.jpg,./input/horse2zebra/trainB\n02391049_1712.jpg
./input/horse2zebra/trainA\n02381460_1856.jpg,./input/horse2zebra/trainB\n02391049_1721.jpg
./input/horse2zebra/trainA\n02381460_186.jpg,./input/horse2zebra/trainB\n02391049_1725.jpg
./input/horse2zebra/trainA\n02381460_1862.jpg,./input/horse2zebra/trainB\n02391049_173.jpg
./input/horse2zebra/trainA\n02381460_1865.jpg,./input/horse2zebra/trainB\n02391049_1731.jpg
./input/horse2zebra/trainA\n02381460_1872.jpg,./input/horse2zebra/trainB\n02391049_1738.jpg
./input/horse2zebra/trainA\n02381460_1874.jpg,./input/horse2zebra/trainB\n02391049_1742.jpg
./input/horse2zebra/trainA\n02381460_1888.jpg,./input/horse2zebra/trainB\n02391049_1743.jpg
./input/horse2zebra/trainA\n02381460_19.jpg,./input/horse2zebra/trainB\n02391049_1751.jpg
./input/horse2zebra/trainA\n02381460_1901.jpg,./input/horse2zebra/trainB\n02391049_1752.jpg
./input/horse2zebra/trainA\n02381460_1904.jpg,./input/horse2zebra/trainB\n02391049_1758.jpg
./input/horse2zebra/trainA\n02381460_1905.jpg,./input/horse2zebra/trainB\n02391049_176.jpg
./input/horse2zebra/trainA\n02381460_1909.jpg,./input/horse2zebra/trainB\n02391049_178.jpg
./input/horse2zebra/trainA\n02381460_1915.jpg,./input/horse2zebra/trainB\n02391049_1789.jpg
./input/horse2zebra/trainA\n02381460_1916.jpg,./input/horse2zebra/trainB\n02391049_18.jpg
./input/horse2zebra/trainA\n02381460_1921.jpg,./input/horse2zebra/trainB\n02391049_1817.jpg
./input/horse2zebra/trainA\n02381460_1937.jpg,./input/horse2zebra/trainB\n02391049_1818.jpg
./input/horse2zebra/trainA\n02381460_1939.jpg,./input/horse2zebra/trainB\n02391049_182.jpg
./input/horse2zebra/trainA\n02381460_1941.jpg,./input/horse2zebra/trainB\n02391049_1827.jpg
./input/horse2zebra/trainA\n02381460_195.jpg,./input/horse2zebra/trainB\n02391049_1836.jpg
./input/horse2zebra/trainA\n02381460_1952.jpg,./input/horse2zebra/trainB\n02391049_1844.jpg
./input/horse2zebra/trainA\n02381460_1957.jpg,./input/horse2zebra/trainB\n02391049_1846.jpg
./input/horse2zebra/trainA\n02381460_1959.jpg,./input/horse2zebra/trainB\n02391049_1852.jpg
./input/horse2zebra/trainA\n02381460_196.jpg,./input/horse2zebra/trainB\n02391049_1855.jpg
./input/horse2zebra/trainA\n02381460_1973.jpg,./input/horse2zebra/trainB\n02391049_1869.jpg
./input/horse2zebra/trainA\n02381460_1978.jpg,./input/horse2zebra/trainB\n02391049_1875.jpg
./input/horse2zebra/trainA\n02381460_1979.jpg,./input/horse2zebra/trainB\n02391049_1884.jpg
./input/horse2zebra/trainA\n02381460_1981.jpg,./input/horse2zebra/trainB\n02391049_1891.jpg
./input/horse2zebra/trainA\n02381460_199.jpg,./input/horse2zebra/trainB\n02391049_1894.jpg
./input/horse2zebra/trainA\n02381460_1991.jpg,./input/horse2zebra/trainB\n02391049_19.jpg
./input/horse2zebra/trainA\n02381460_1992.jpg,./input/horse2zebra/trainB\n02391049_1908.jpg
./input/horse2zebra/trainA\n02381460_1995.jpg,./input/horse2zebra/trainB\n02391049_192.jpg
./input/horse2zebra/trainA\n02381460_2.jpg,./input/horse2zebra/trainB\n02391049_1928.jpg
./input/horse2zebra/trainA\n02381460_2012.jpg,./input/horse2zebra/trainB\n02391049_193.jpg
./input/horse2zebra/trainA\n02381460_2014.jpg,./input/horse2zebra/trainB\n02391049_1937.jpg
./input/horse2zebra/trainA\n02381460_2016.jpg,./input/horse2zebra/trainB\n02391049_1946.jpg
./input/horse2zebra/trainA\n02381460_2019.jpg,./input/horse2zebra/trainB\n02391049_1952.jpg
./input/horse2zebra/trainA\n02381460_202.jpg,./input/horse2zebra/trainB\n02391049_1973.jpg
./input/horse2zebra/trainA\n02381460_2023.jpg,./input/horse2zebra/trainB\n02391049_1992.jpg
./input/horse2zebra/trainA\n02381460_2027.jpg,./input/horse2zebra/trainB\n02391049_2.jpg
./input/horse2zebra/trainA\n02381460_203.jpg,./input/horse2zebra/trainB\n02391049_2003.jpg
./input/horse2zebra/trainA\n02381460_2032.jpg,./input/horse2zebra/trainB\n02391049_2005.jpg
./input/horse2zebra/trainA\n02381460_2043.jpg,./input/horse2zebra/trainB\n02391049_2014.jpg
./input/horse2zebra/trainA\n02381460_2045.jpg,./input/horse2zebra/trainB\n02391049_2017.jpg
./input/horse2zebra/trainA\n02381460_2048.jpg,./input/horse2zebra/trainB\n02391049_2018.jpg
./input/horse2zebra/trainA\n02381460_2049.jpg,./input/horse2zebra/trainB\n02391049_202.jpg
./input/horse2zebra/trainA\n02381460_2056.jpg,./input/horse2zebra/trainB\n02391049_2024.jpg
./input/horse2zebra/trainA\n02381460_2061.jpg,./input/horse2zebra/trainB\n02391049_2034.jpg
./input/horse2zebra/trainA\n02381460_2083.jpg,./input/horse2zebra/trainB\n02391049_2036.jpg
./input/horse2zebra/trainA\n02381460_2085.jpg,./input/horse2zebra/trainB\n02391049_2043.jpg
./input/horse2zebra/trainA\n02381460_2089.jpg,./input/horse2zebra/trainB\n02391049_2048.jpg
./input/horse2zebra/trainA\n02381460_2091.jpg,./input/horse2zebra/trainB\n02391049_2049.jpg
./input/horse2zebra/trainA\n02381460_2093.jpg,./input/horse2zebra/trainB\n02391049_2057.jpg
./input/horse2zebra/trainA\n02381460_2103.jpg,./input/horse2zebra/trainB\n02391049_2061.jpg
./input/horse2zebra/trainA\n02381460_2109.jpg,./input/horse2zebra/trainB\n02391049_2091.jpg
./input/horse2zebra/trainA\n02381460_211.jpg,./input/horse2zebra/trainB\n02391049_2098.jpg
./input/horse2zebra/trainA\n02381460_2116.jpg,./input/horse2zebra/trainB\n02391049_2104.jpg
./input/horse2zebra/trainA\n02381460_2139.jpg,./input/horse2zebra/trainB\n02391049_2111.jpg
./input/horse2zebra/trainA\n02381460_2141.jpg,./input/horse2zebra/trainB\n02391049_2116.jpg
./input/horse2zebra/trainA\n02381460_2149.jpg,./input/horse2zebra/trainB\n02391049_2117.jpg
./input/horse2zebra/trainA\n02381460_2152.jpg,./input/horse2zebra/trainB\n02391049_2131.jpg
./input/horse2zebra/trainA\n02381460_2177.jpg,./input/horse2zebra/trainB\n02391049_2133.jpg
./input/horse2zebra/trainA\n02381460_2179.jpg,./input/horse2zebra/trainB\n02391049_2136.jpg
./input/horse2zebra/trainA\n02381460_2181.jpg,./input/horse2zebra/trainB\n02391049_2141.jpg
